Recording,Site,Day,Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),File Offset (s),Begin File,Begin Path,Begin Date Time,species,background,exclusion code
1B,1,B,762,Spectrogram 1,1,1759.17582,1760.668875,3046.9,4140.6,1759.176,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,1759.176,????,1,10
1B,1,B,772,Spectrogram 1,1,1783.489023,1784.235551,937.5,3945.3,1783.489,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,1783.489,????,,10
1B,1,B,773,Spectrogram 1,1,1801.318878,1802.638322,1169.4,3266.1,1801.319,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,1801.319,????,1,10
1B,1,B,774,Spectrogram 1,1,1806.004398,1810.657175,585.9,2460.9,1806.004,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,1806.004,????,1,10
1B,1,B,775,Spectrogram 1,1,1812.809952,1818.064629,1451.6,2223.5,1812.81,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,1812.81,????,,10
1B,1,B,776,Spectrogram 1,1,1809.233564,1815.553006,1210.9,1875,1809.234,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,1809.234,????,,10
1B,1,B,778,Spectrogram 1,1,1827.150224,1828.556474,3225.8,4475.8,1827.15,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,1827.15,????,1,10
1B,1,B,799,Spectrogram 1,1,1827.266014,1829.607701,3174.6,4516.1,1827.266,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,1827.266,????,1,10
1B,1,B,800,Spectrogram 1,1,1845.944501,1851.378526,1367.2,3055.6,1845.945,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,1845.945,????,1,10
1B,1,B,801,Spectrogram 1,1,1853.513942,1854.72922,2851.6,3476.6,1853.514,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,1853.514,????,1,10
1B,1,B,802,Spectrogram 1,1,1855.128525,1855.666719,2421.9,3242.2,1855.129,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,1855.129,????,1,10
1B,1,B,804,Spectrogram 1,1,1870.041714,1871.743103,2096.8,3871,1870.042,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,1870.042,????,1,10
1B,1,B,808,Spectrogram 1,1,1938.459767,1939.796572,1774.2,3750,1938.46,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,1938.46,????,1,10
1B,1,B,819,Spectrogram 1,1,1949.013256,1950.888255,2023.8,2976.2,1949.013,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,1949.013,????,,10
1B,1,B,820,Spectrogram 1,1,1948.162561,1953.16256,1587.3,4206.3,1948.163,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,1948.163,????,1,10
1B,1,B,822,Spectrogram 1,1,1966.773666,1969.238943,2070.3,4531.2,1966.774,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,1966.774,????,1,10
1B,1,B,823,Spectrogram 1,1,1973.041025,1974.325747,2187.5,4492.2,1973.041,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,1973.041,????,1,10
1B,1,B,826,Spectrogram 1,1,1978.92644,1998.666016,1814.5,4257.8,1978.926,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,1978.926,????,1,10
1B,1,B,827,Spectrogram 1,1,1995.801434,1996.738933,1854.8,3629,1995.801,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,1995.801,????,1,10
1B,1,B,843,Spectrogram 1,1,2050.156991,2052.50074,685.5,2661.3,2050.157,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2050.157,????,1,10
1B,1,B,847,Spectrogram 1,1,2064.825062,2067.3077,595.2,2420.6,2064.825,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2064.825,????,1,10
1B,1,B,850,Spectrogram 1,1,2078.748668,2081.752139,873,2500,2078.749,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2078.749,????,1,10
1B,1,B,854,Spectrogram 1,1,2094.772968,2097.4813,1757.8,2734.4,2094.773,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2094.773,????,1,10
1B,1,B,855,Spectrogram 1,1,2104.825048,2107.984769,3306.5,4395.2,2104.825,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2104.825,????,1,10
1B,1,B,856,Spectrogram 1,1,2103.835465,2104.286854,2580.6,4475.8,2103.835,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2103.835,????,1,10
1B,1,B,857,Spectrogram 1,1,2114.7556,2115.345878,2580.6,4637.1,2114.756,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2114.756,????,1,10
1B,1,B,858,Spectrogram 1,1,2120.658376,2122.13407,2661.3,4556.5,2120.658,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2120.658,????,1,10
1B,1,B,859,Spectrogram 1,1,2072.96742,2073.887559,2976.2,4841.3,2072.967,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2072.967,????,1,10
1B,1,B,866,Spectrogram 1,1,2123.868117,2124.840339,1587.3,4206.3,2123.868,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2123.868,????,1,10
1B,1,B,869,Spectrogram 1,1,2107.46399,2110.328572,992.1,3650.8,2107.464,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2107.464,????,1,10
1B,1,B,872,Spectrogram 1,1,2146.248699,2147.325087,2857.1,4761.9,2146.249,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2146.249,????,1,10
1B,1,B,873,Spectrogram 1,1,2153.227863,2154.373696,1269.8,3571.4,2153.228,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2153.228,????,1,10
1B,1,B,875,Spectrogram 1,1,2114.807737,2116.595931,1150.8,2142.9,2114.808,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2114.808,????,1,10
1B,1,B,887,Spectrogram 1,1,2179.996624,2199.692802,3134.9,4656.5,2179.997,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2179.997,????,,10
1B,1,B,888,Spectrogram 1,1,2195.378563,2196.020924,3293.7,4365.1,2195.379,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2195.379,????,1,10
1B,1,B,891,Spectrogram 1,1,2208.017448,2217.513972,1825.4,3452.4,2208.017,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2208.017,????,1,10
1B,1,B,903,Spectrogram 1,1,2224.892437,2226.541742,2460.3,4007.9,2224.892,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2224.892,????,1,10
1B,1,B,1095,Spectrogram 1,1,2291.572326,2293.794547,714.3,3214.3,2291.572,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2291.572,????,1,10
1B,1,B,1101,Spectrogram 1,1,2312.579263,2314.193846,5668.4,9160.5,2312.579,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2312.579,????,,10
1B,1,B,1105,Spectrogram 1,1,2330.478562,2332.041062,1071.4,2539.7,2330.479,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2330.479,????,1,10
1B,1,B,1118,Spectrogram 1,1,2413.036207,2415.892114,992.1,1825.4,2413.036,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2413.036,????,,10
1B,1,B,1125,Spectrogram 1,1,2466.315375,2475.412594,2619,3611.1,2466.315,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2466.315,????,1,10
1B,1,B,1126,Spectrogram 1,1,2474.596622,2475.34315,714.3,2976.2,2474.597,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2474.597,????,1,10
1B,1,B,1133,Spectrogram 1,1,2517.6501,2530.184818,396.8,1944.4,2517.65,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2517.65,????,1,10
1B,1,B,1145,Spectrogram 1,1,2572.873712,2580.338988,1627,2341.3,2572.874,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2572.874,????,1,10
1B,1,B,1158,Spectrogram 1,1,2629.659824,2630.111213,3174.6,3888.9,2629.66,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2629.66,????,,10
1B,1,B,1162,Spectrogram 1,1,2641.22232,2650.545234,515.9,1507.9,2641.222,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2641.222,????,1,10
1B,1,B,1198,Spectrogram 1,1,2910.266884,2911.690495,3650.8,4484.1,2910.267,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2910.267,????,1,10
1B,1,B,1221,Spectrogram 1,1,3002.348115,3009.570334,1349.2,4722.2,3002.348,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3002.348,????,1,10
1B,1,B,1241,Spectrogram 1,1,3073.853731,3075.069008,1349.2,2222.2,3073.854,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3073.854,????,1,10
1B,1,B,1247,Spectrogram 1,1,3104.287748,3105.121081,2142.9,3015.9,3104.288,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3104.288,????,1,10
1B,1,B,1248,Spectrogram 1,1,3103.22872,3104.773859,754,4761.9,3103.229,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3103.229,????,1,10
1B,1,B,1250,Spectrogram 1,1,3114.947466,3115.62455,1904.8,3452.4,3114.947,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3114.947,????,1,10
1B,1,B,1283,Spectrogram 1,1,3287.835405,3288.338877,476.2,3849.2,3287.835,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3287.835,????,1,10
1B,1,B,1285,Spectrogram 1,1,3295.561097,3297.783319,3134.9,4761.9,3295.561,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3295.561,????,1,10
1B,1,B,1293,Spectrogram 1,1,3377.450546,3378.162351,3095.2,3492.1,3377.451,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3377.451,????,,10
1B,1,B,1296,Spectrogram 1,1,2557.083254,2558.715198,2619,4246,2557.083,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2557.083,????,1,10
1B,1,B,1297,Spectrogram 1,1,2559.565892,2560.433948,2896.8,4722.2,2559.566,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2559.566,????,1,10
1B,1,B,1299,Spectrogram 1,1,3374.119719,3376.428746,1944.4,3452.4,3374.12,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3374.12,????,1,10
1B,1,B,1304,Spectrogram 1,1,3320.611104,3364.400835,1904.8,4682.5,3320.611,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3320.611,????,1,10
1B,1,B,1316,Spectrogram 1,1,3349.968733,3355.298592,2341.3,4404.8,3349.969,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3349.969,????,,10
1B,1,B,1330,Spectrogram 1,1,3409.602066,3410.747899,1865.1,3809.5,3409.602,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3409.602,????,1,10
1B,1,B,1335,Spectrogram 1,1,3429.536991,3429.901574,912.7,2301.6,3429.537,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3429.537,????,1,10
1B,1,B,1336,Spectrogram 1,1,3437.210599,3437.991849,1785.7,3730.2,3437.211,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3437.211,????,1,10
1B,1,B,1342,Spectrogram 1,1,3471.516143,3472.349476,2857.1,3888.9,3471.516,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3471.516,????,1,10
1B,1,B,1356,Spectrogram 1,1,3531.913364,3534.500169,1944.4,4007.9,3531.913,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3531.913,????,1,10
1B,1,B,1363,Spectrogram 1,1,3583.854594,3584.549038,754,2539.7,3583.855,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3583.855,????,1,10
1B,1,B,1378,Spectrogram 1,1,3596.598779,3597.484195,3055.6,4404.8,3596.599,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3596.599,????,1,10
1B,1,B,1383,Spectrogram 1,1,2174.594742,2176.747519,2896.8,4682.5,2174.595,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2174.595,????,1,10
1B,1,B,1393,Spectrogram 1,1,2181.671975,2184.250099,1526.7,3587.8,2181.672,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2181.672,????,1,10
1B,1,B,1406,Spectrogram 1,1,604.0937444,640.0833152,1456.7,4763.8,604.094,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,604.094,????,1,10
1B,1,B,1418,Spectrogram 1,1,2890.38167,2892.10042,3684.2,4912.3,2890.382,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2890.382,????,1,10
1B,1,B,1440,Spectrogram 1,1,1407.804939,1411.008063,3245.6,4780.7,1407.805,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,1407.805,????,1,10
1B,1,B,1486,Spectrogram 1,1,3366.139318,3369.134108,3321.2,4635,3366.139,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,3366.139,????,1,10
1B,1,B,1530,Spectrogram 1,1,1839.304902,1894.589285,3095.2,3888.9,1839.305,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,1839.305,????,1,10
1B,1,B,1156,Spectrogram 1,1,2629.12163,2629.520935,436.5,1150.8,2629.122,S-01-312_20190120_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-20/S-01-312_20190120_100007.wav,2629.122,????,,10
1C,1,C,153,Spectrogram 1,1,155.429848,156.3499865,511.8,1181.1,155.43,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,155.43,????,1,10
1C,1,C,161,Spectrogram 1,1,310.6666609,311.4305495,590.6,1141.7,310.667,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,310.667,????,1,10
1C,1,C,163,Spectrogram 1,1,422.5548573,423.4402737,196.9,944.9,422.555,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,422.555,????,1,10
1C,1,C,179,Spectrogram 1,1,808.827,813.1673406,1299.2,3031.5,808.827,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,808.827,????,1,10
1C,1,C,180,Spectrogram 1,1,846.0472062,849.1027607,1299.2,2559.1,846.047,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,846.047,????,1,10
1C,1,C,285,Spectrogram 1,1,1346.486163,1346.816024,118.1,787.4,1346.486,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,1346.486,????,1,10
1C,1,C,334,Spectrogram 1,1,1702.99341,1705.493409,1220.5,1889.8,1702.993,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,1702.993,????,1,10
1C,1,C,349,Spectrogram 1,1,1865.697566,1867.103815,1574.8,2519.7,1865.698,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,1865.698,????,1,10
1C,1,C,362,Spectrogram 1,1,1982.517904,1982.917209,708.7,1456.7,1982.518,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,1982.518,????,1,10
1C,1,C,447,Spectrogram 1,1,2494.431017,2495.455322,590.6,2086.6,2494.431,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,2494.431,????,1,10
1C,1,C,462,Spectrogram 1,1,2622.44768,2623.254968,2539.7,3858.3,2622.448,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,2622.448,????,1,10
1C,1,C,473,Spectrogram 1,1,2693.062535,2695.718784,748,2874,2693.063,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,2693.063,????,1,10
1C,1,C,498,Spectrogram 1,1,2814.213825,2814.75202,511.8,2440.9,2814.214,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,2814.214,????,1,10
1C,1,C,534,Spectrogram 1,1,3003.217992,3003.790909,1063,2480.3,3003.218,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,3003.218,????,1,10
1C,1,C,535,Spectrogram 1,1,3005.040908,3006.777019,433.1,1889.8,3005.041,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,3005.041,????,1,10
1C,1,C,537,Spectrogram 1,1,3027.643004,3030.733281,748,2362.2,3027.643,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,3027.643,????,1,10
1C,1,C,538,Spectrogram 1,1,3031.288836,3032.643002,1259.8,2755.9,3031.289,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,3031.289,????,1,10
1C,1,C,542,Spectrogram 1,1,3017.731876,3020.492292,196.9,2519.7,3017.732,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,3017.732,????,1,10
1C,1,C,558,Spectrogram 1,1,3100.106194,3102.55411,315,2362.2,3100.106,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,3100.106,????,1,10
1C,1,C,569,Spectrogram 1,1,3226.872857,3227.688829,1456.7,2755.9,3226.873,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,3226.873,????,1,10
1C,1,C,574,Spectrogram 1,1,3249.303405,3253.452709,393.7,2204.7,3249.303,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,3249.303,????,1,10
1C,1,C,575,Spectrogram 1,1,3256.697173,3257.999256,3031.5,4015.7,3256.697,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,3256.697,????,1,10
1C,1,C,603,Spectrogram 1,1,438.7649936,442.8998895,731.7,2195.1,438.765,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,438.765,????,1,10
1C,1,C,657,Spectrogram 1,1,1177.532007,1179.433048,974.6,2796.6,1177.532,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,1177.532,????,1,10
1C,1,C,665,Spectrogram 1,1,1291.121592,1295.262215,678,3389.8,1291.122,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,1291.122,????,1,10
1C,1,C,670,Spectrogram 1,1,1376.039311,1377.497644,1440.7,4237.3,1376.039,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,1376.039,????,1,10
1C,1,C,678,Spectrogram 1,1,1531.16534,1532.727839,593.2,3135.6,1531.165,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,1531.165,????,1,10
1C,1,C,679,Spectrogram 1,1,1542.753878,1543.535127,381.4,1398.3,1542.754,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,1542.754,????,1,10
1C,1,C,685,Spectrogram 1,1,1676.147105,1678.230438,2839,3728.8,1676.147,S-01-312_20190131_100007.wav,/Volumes/CBRP-ITA-2/Site 01/S-01-312_001/S-01-312_2019-01-31/S-01-312_20190131_100007.wav,1676.147,????,1,10
